Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742933935560,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,16946.868591308594,183866.59967041016,155716.38891601563,1912.33544921875,17024311296,2550136832,6214516736,0
200,1742933935560,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,16946.874633789063,183866.66259765625,155716.45092773438,1912.33544921875,17024311296,2550136832,6214529024,0
199,1742933935762,2801,2801,2801,2801,2801,2801,2801,2801,6.143577575683594,4.418388366699219,5.625694274902344,4.9701385498046875,6.692558288574219,4.271141052246094,6.578269958496094,4.434623718261719,16946.9814453125,183866.9539794922,155716.65954589844,1912.33544921875,17024311296,2550136832,6213443584,0
200,1742933935961,2801,2801,2801,2801,2801,2801,2801,2801,0.7175445556640625,0.9020538330078125,6.001853942871094,0.61810302734375,1.71600341796875,0.8901138305664063,1.4077224731445313,0.6567611694335938,16947.08642578125,183867.20666503906,155716.82781982422,1912.337890625,17024311296,2550136832,6213447680,0
200,1742933936161,2801,2801,2801,2801,2801,2801,2801,2801,0.9462127685546875,3.1358489990234375,99.90184783935547,0.16082000732421875,1.75030517578125,0.5477066040039063,1.8555908203125,1.8451156616210938,16947.240295410156,183869.95361328125,155719.29388427734,1912.4178466796875,17024311296,2550136832,6213513216,0
200,1742933936362,2801,2801,2801,2801,2801,2801,2801,2801,2.2807998657226563,3.03363037109375,16.01898956298828,0.7621078491210938,54.83538055419922,0.402801513671875,1.9954910278320313,30.994606018066406,16947.42596435547,183872.69720458984,155721.73474121094,1912.4906005859375,17024311296,2550136832,6214070272,0
200,1742933936562,2801,2801,2801,2801,2801,2801,2801,2801,0.22107696533203125,2.6876907348632813,1.223480224609375,0.21215057373046875,0.2709503173828125,0.16472625732421875,0.3216705322265625,100,16947.63623046875,183875.46923828125,155724.2967529297,1912.4906005859375,17024311296,2550136832,6221242368,0
200,1742933936763,2801,2801,2801,2801,2801,2801,2801,2801,0.7066650390625,3.1230545043945313,1.3148880004882813,0.5513229370117188,0.39896392822265625,0.13704681396484375,1.2988357543945313,100,16947.96728515625,183878.11297607422,155726.66387939453,1912.4906005859375,17024311296,2550136832,6532939776,0
200,1742933936963,2801,2801,2801,2801,2801,2801,2801,2801,0.183624267578125,0.1544036865234375,3.524566650390625,0.1081695556640625,0.1249237060546875,0.06348419189453125,0.21718597412109375,100,16948.155883789063,183880.8436279297,155729.22241210938,1912.4906005859375,17024311296,2550136832,6532706304,0
200,1742933937164,2801,2801,2801,2801,2801,2801,2801,2801,0.9302291870117188,0.2505950927734375,1.8265533447265625,0.25568389892578125,2.950531005859375,0.23818206787109375,0.30750274658203125,100,16948.3779296875,183883.6817626953,155731.7963256836,1912.5003051757813,17024311296,2550136832,6532763648,0
200,1742933937364,2801,2801,2801,2801,2801,2801,2801,2801,0.7919998168945313,0.1739349365234375,3.7112960815429688,0.06667327880859375,0.8688430786132813,0.08412933349609375,0.27371978759765625,100,16948.63885498047,183886.50158691406,155734.34985351563,1912.5003051757813,17024311296,2550136832,6532685824,0
200,1742933937565,2801,2801,2801,2801,2801,2801,2801,2801,10.602272033691406,0.1676025390625,3.9269256591796875,0.1962738037109375,0.44321441650390625,0.30368804931640625,0.59515380859375,100,16948.82098388672,183889.4560546875,155737.03143310547,1912.5039672851563,17024311296,2550136832,6530846720,0
200,1742933937765,2801,2801,2801,2801,2801,2801,2801,2801,5.130271911621094,1.3113021850585938,1.3113555908203125,0.20195770263671875,0.31072235107421875,0.25173187255859375,0.676544189453125,100,16949.002380371094,183892.27502441406,155739.63146972656,1912.5039672851563,17024311296,2550136832,6531026944,0
200,1742933937966,2801,2801,2801,2801,2801,2801,2801,2801,2.6327590942382813,0.08489227294921875,1.1972427368164063,0.02756500244140625,0.0778656005859375,93.15125274658203,0.45742034912109375,6.7991485595703125,16949.20294189453,183895.0467529297,155742.2098388672,1912.5039672851563,17024311296,2550136832,6531026944,0
200,1742933938167,2801,2801,2801,2801,2801,2801,2801,2801,0.7811279296875,0.290191650390625,4.148933410644531,0.16226959228515625,0.25260162353515625,100,0.7404556274414063,0.6822738647460938,16949.384338378906,183897.83959960938,155744.78875732422,1912.5078125,17024311296,2550136832,6530686976,0
199,1742933938367,2801,2801,2801,2801,2801,2801,2801,2801,0.8561248779296875,0.264373779296875,1.2772369384765625,0.14546966552734375,0.18968963623046875,100,3.6681365966796875,0.05832672119140625,16949.578125,183900.61083984375,155747.36981201172,1912.5078125,17024311296,2550136832,6530895872,0
200,1742933938567,2801,2801,2801,2801,2801,2801,2801,2801,3.296875,0.4677581787109375,1.3646087646484375,0.19329833984375,0.5582122802734375,100,0.7802505493164063,0.22548675537109375,16949.806274414063,183903.42266845703,155749.94110107422,1912.5078125,17024311296,2550136832,6533820416,0
