Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742933291503,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,16428.532775878906,177769.86303710938,150187.79010009766,1886.9140625,17024311296,2550136832,8187654144,0
200,1742933291503,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,16428.539001464844,177769.92907714844,150187.85479736328,1886.9140625,17024311296,2550136832,8187666432,0
198,1742933291705,2801,2801,2801,2801,2801,2801,2801,2801,4.770668029785156,3.9821014404296875,5.548469543457031,4.26556396484375,6.343017578125,3.95782470703125,5.6798095703125,3.9255523681640625,16428.6455078125,177770.1531982422,150188.01135253906,1886.9140625,17024311296,2550136832,8187240448,0
200,1742933291904,2801,2801,2801,2801,2801,2801,2801,2801,1.7894821166992188,1.28204345703125,5.663665771484375,0.9034576416015625,2.21405029296875,1.3892822265625,4.555717468261719,1.2224807739257813,16428.75909423828,177770.5196533203,150188.25274658203,1886.9474487304688,17024311296,2550136832,8188514304,0
200,1742933292105,2801,2801,2801,2801,2801,2801,2801,2801,12.5938720703125,0.355987548828125,100,0.2344512939453125,2.2958908081054688,0.30279541015625,1.6902008056640625,0.5182037353515625,16428.885620117188,177773.51403808594,150190.99432373047,1886.9541015625,17024311296,2550136832,8185360384,0
200,1742933292305,2801,2801,2801,2801,2801,2801,2801,2801,2.5800933837890625,0.2833709716796875,100,0.2490692138671875,1.23907470703125,0.2414398193359375,0.35540771484375,0.2087860107421875,16428.994567871094,177776.41998291016,150193.66033935547,1886.9541015625,17024311296,2550136832,8185040896,0
200,1742933292506,2801,2801,2801,2801,2801,2801,2801,2801,2.646820068359375,0.656768798828125,100,0.2030029296875,1.2550125122070313,0.1559906005859375,2.4724807739257813,0.07976531982421875,16429.106689453125,177779.32653808594,150196.33905029297,1886.9541015625,17024311296,2550136832,8189100032,0
199,1742933292706,2801,2801,2801,2801,2801,2801,2801,2801,2.1858749389648438,12.273200988769531,100,0.16312408447265625,8.419044494628906,1.2699966430664063,1.44488525390625,0.5136489868164063,16429.26837158203,177782.35119628906,150199.09838867188,1886.96337890625,17024311296,2550136832,8184946688,0
200,1742933292906,2801,2801,2801,2801,2801,2801,2801,2801,4.002044677734375,36.44586181640625,100,0.12389373779296875,58.49606704711914,0.34264373779296875,2.1293411254882813,1.467987060546875,16429.554931640625,177785.87341308594,150202.39599609375,1886.96337890625,17024311296,2550136832,8174055424,0
200,1742933293107,2801,2801,2801,2801,2801,2801,2801,2801,2.442962646484375,24.37702178955078,100,0,33.615936279296875,0.1290130615234375,2.8121566772460938,0.8352890014648438,16429.932373046875,177788.83526611328,150205.0684814453,1886.9661865234375,17024311296,2550136832,8119230464,0
200,1742933293308,2801,2801,2801,2801,2801,2801,2801,2801,1.7713851928710938,9.614990234375,100,0.5094833374023438,0.7192153930664063,0.7341690063476563,0.9468841552734375,0.546722412109375,16430.184509277344,177791.66888427734,150207.63214111328,1886.9661865234375,17024311296,2550136832,7794491392,0
200,1742933293508,2801,2801,2801,2801,2801,2801,2801,2801,3.6668930053710938,0.27793121337890625,100,0.08669281005859375,0.2811737060546875,0.1071319580078125,0.48403167724609375,0.36707305908203125,16430.30792236328,177794.53552246094,150210.2763671875,1886.9661865234375,17024311296,2550136832,7794012160,0
200,1742933293709,2801,2801,2801,2801,2801,2801,2801,2801,2.2305908203125,0.303009033203125,100,3.7601852416992188,0.4664764404296875,0.31183624267578125,0.799896240234375,0.5295944213867188,16430.431701660156,177797.3861694336,150212.9034423828,1886.9697875976563,17024311296,2550136832,7794012160,0
200,1742933293909,2801,2801,2801,2801,2801,2801,2801,2801,3.7466583251953125,0.34413909912109375,100,0.1988677978515625,0.21302032470703125,0.23146820068359375,0.633636474609375,0.11212158203125,16430.70489501953,177799.68487548828,150214.96710205078,1886.9697875976563,17024311296,2550136832,7792828416,0
200,1742933294110,2801,2801,2801,2801,2801,2801,2801,2801,4.074821472167969,1.0589370727539063,100,0.132659912109375,0.2867584228515625,0.1063385009765625,0.439910888671875,0.4636383056640625,16430.834899902344,177802.4383544922,150217.56561279297,1886.9697875976563,17024311296,2550136832,7794196480,0
200,1742933294310,2801,2801,2801,2801,2801,2801,2801,2801,1.3894805908203125,0.3490753173828125,100,0.295135498046875,2.8567886352539063,0.5167388916015625,0.9797821044921875,0.49579620361328125,16430.953552246094,177805.25103759766,150220.16772460938,1886.9735717773438,17024311296,2550136832,7789379584,0
200,1742933294511,2801,2801,2801,2801,2801,2801,2801,2801,1.12286376953125,0.20899200439453125,100,0.04207611083984375,2.6620635986328125,0.063262939453125,0.43433380126953125,0.0313568115234375,16431.057250976563,177807.9735107422,150222.740234375,1886.9735717773438,17024311296,2550136832,7789379584,0
200,1742933294712,2801,2801,2801,2801,2801,2801,2801,2801,4.1722564697265625,0.22245025634765625,100,0.13047027587890625,0.3380584716796875,0.32379913330078125,0.6168365478515625,0.9488677978515625,16431.165771484375,177810.72576904297,150225.31036376953,1886.9769287109375,17024311296,2550136832,7789068288,0
200,1742933294912,2801,2801,2801,2801,2801,2801,2801,2801,1.8300857543945313,3.5130615234375,100,0.234466552734375,0.2264404296875,0.28481292724609375,0.6317977905273438,0.12363433837890625,16431.27294921875,177813.55865478516,150227.88592529297,1886.9769287109375,17024311296,2550136832,7794716672,0
200,1742933295113,2801,2801,2801,2801,2801,2801,2801,2801,4.385772705078125,0.1201019287109375,100,0.14467620849609375,11.144401550292969,0.1083831787109375,11.334098815917969,0.5828475952148438,16431.382385253906,177816.51892089844,150230.6719970703,1886.9769287109375,17024311296,2550136832,7792979968,0
200,1742933295313,2801,2801,2801,2801,2801,2801,2801,2801,1.627685546875,0.23895263671875,100,0.213775634765625,2.8757781982421875,0.37989044189453125,0.5851898193359375,0.4921112060546875,16431.491638183594,177819.33837890625,150233.24633789063,1886.9810791015625,17024311296,2550136832,7792660480,0
200,1742933295514,2801,2801,2801,2801,2801,2801,2801,2801,1.1424102783203125,0.29409027099609375,100,0.120147705078125,2.6890335083007813,0.1402435302734375,0.5092620849609375,0.27709197998046875,16431.595703125,177822.1424560547,150235.81884765625,1886.9810791015625,17024311296,2550136832,7792660480,0
200,1742933295715,2801,2801,2801,2801,2801,2801,2801,2801,1.6985397338867188,0.16242218017578125,100,0.0861968994140625,0.20470428466796875,0.27713775634765625,0.8607406616210938,2.5960693359375,16431.70196533203,177824.9266357422,150238.3910522461,1886.9832153320313,17024311296,2550136832,7792660480,0
200,1742933295915,2801,2801,2801,2801,2801,2801,2801,2801,2.1773681640625,0.43023681640625,100,3.8521575927734375,0.25215911865234375,0.18595123291015625,0.6169891357421875,1.5484619140625,16431.811401367188,177827.70208740234,150240.96728515625,1886.9852905273438,17024311296,2550136832,7794737152,0
200,1742933296116,2801,2801,2801,2801,2801,2801,2801,2801,3.0202102661132813,0.3301849365234375,99.99362182617188,0.1570892333984375,3.3275146484375,0.1533050537109375,1.4175033569335938,0.20903778076171875,16431.917114257813,177830.45825195313,150243.5595703125,1886.9852905273438,17024311296,2550136832,7794581504,0
200,1742933296316,2801,2801,2801,2801,2801,2801,2801,2801,1.3331985473632813,0.230224609375,100,0.2410430908203125,2.7856063842773438,0.33392333984375,0.5876312255859375,0.338409423828125,16432.025634765625,177833.28845214844,150246.13146972656,1886.989990234375,17024311296,2550136832,7794561024,0
200,1742933296517,2801,2801,2801,2801,2801,2801,2801,2801,1.1544113159179688,2.583221435546875,100,0.09487152099609375,0.2796783447265625,0.02362823486328125,0.5284500122070313,0.02771759033203125,16432.12969970703,177836.10192871094,150248.70526123047,1886.989990234375,17024311296,2550136832,7794257920,0
200,1742933296718,2801,2801,2801,2801,2801,2801,2801,2801,4.116584777832031,0.13979339599609375,100,0.12408447265625,0.25435638427734375,0.13979339599609375,0.8526611328125,0.17603302001953125,16432.235290527344,177838.88317871094,150251.2778930664,1886.989990234375,17024311296,2550136832,7794257920,0
200,1742933296918,2801,2801,2801,2801,2801,2801,2801,2801,2.4767990112304688,1.0403518676757813,72.68384552001953,23.562942504882813,5.317680358886719,2.9950790405273438,1.1017227172851563,1.27880859375,16432.377563476563,177841.6629638672,150253.79125976563,1887.0625,17024311296,2550136832,7792312320,0
200,1742933297119,2801,2801,2801,2801,2801,2801,2801,2801,1.905303955078125,0.7077713012695313,99.9204330444336,0,2.8817367553710938,0,1.5311050415039063,1.0508651733398438,16432.70343017578,177844.4595336914,150256.24853515625,1887.0965576171875,17024311296,2550136832,8247582720,0
