Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742932937329,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,16118.346252441406,173911.4559326172,146680.65814208984,1872.3068237304688,17024311296,2550136832,6140882944,0
200,1742932937329,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,16118.354125976563,173911.5337524414,146680.72119140625,1872.3068237304688,17024311296,2550136832,6140403712,0
199,1742932937530,2801,2801,2801,2801,2801,2801,2801,2801,5.552345275878906,4.845527648925781,8.972114562988281,4.727973937988281,5.686134338378906,5.022758483886719,6.8043212890625,5.0325775146484375,16118.462951660156,173911.87145996094,146680.9346923828,1872.3162231445313,17024311296,2550136832,6139498496,0
200,1742932937729,2801,2801,2801,2801,2801,2801,2801,2801,2.7061538696289063,0.9396133422851563,1.5808639526367188,0.5419998168945313,2.5585174560546875,0.4504852294921875,1.6702346801757813,0.4620208740234375,16118.568969726563,173912.10693359375,146681.08526611328,1872.3162231445313,17024311296,2550136832,6140870656,0
200,1742932937930,2801,2801,2801,2801,2801,2801,2801,2801,0.7141189575195313,0.680023193359375,4.078819274902344,0.4901123046875,99.47154998779297,0.13785552978515625,1.3128204345703125,1.7913665771484375,16118.725769042969,173914.83905029297,146683.53155517578,1872.38720703125,17024311296,2550136832,6142259200,0
200,1742932938131,2801,2801,2801,2801,2801,2801,2801,2801,3.6525497436523438,0.28772735595703125,68.51437377929688,0.2467041015625,33.15397644042969,1.3319168090820313,0.862091064453125,0.7504806518554688,16118.862670898438,173917.4457397461,146685.9146118164,1872.4180908203125,17024311296,2550136832,6145298432,0
200,1742932938331,2801,2801,2801,2801,2801,2801,2801,2801,3.700958251953125,0.8848953247070313,99.91525268554688,0.169647216796875,1.558013916015625,0.6212234497070313,1.2858200073242188,1.2849655151367188,16119.313293457031,173920.1470336914,146688.12823486328,1872.4608764648438,17024311296,2550136832,6540541952,0
200,1742932938532,2801,2801,2801,2801,2801,2801,2801,2801,3.48199462890625,0.18614959716796875,100,0.16635894775390625,1.141387939453125,0.08574676513671875,0.4569549560546875,0.14243316650390625,16119.476013183594,173922.90747070313,146690.69262695313,1872.4608764648438,17024311296,2550136832,6540541952,0
200,1742932938732,2801,2801,2801,2801,2801,2801,2801,2801,0.185760498046875,2.6484603881835938,100,0.101654052734375,1.1669845581054688,0.11576080322265625,0.6008453369140625,0.09417724609375,16119.636962890625,173925.63885498047,146693.25909423828,1872.4608764648438,17024311296,2550136832,6540537856,0
200,1742932938933,2801,2801,2801,2801,2801,2801,2801,2801,0.2297821044921875,0.2279815673828125,100,0.105743408203125,3.6263656616210938,0.2180633544921875,0.40207672119140625,0.13700103759765625,16119.799499511719,173928.45477294922,146695.8212890625,1872.4608764648438,17024311296,2550136832,6540451840,0
200,1742932939134,2801,2801,2801,2801,2801,2801,2801,2801,3.3245162963867188,0.40731048583984375,100,0.12842559814453125,1.3750686645507813,0.3641815185546875,0.9224472045898438,0.4893646240234375,16119.963806152344,173931.26068115234,146698.37915039063,1872.4700317382813,17024311296,2550136832,6545420288,0
200,1742932939334,2801,2801,2801,2801,2801,2801,2801,2801,3.35443115234375,1.93194580078125,100,0.14527130126953125,1.2482452392578125,0.15439605712890625,0.4262542724609375,0.21981048583984375,16120.130737304688,173934.00360107422,146700.91931152344,1872.4700317382813,17024311296,2550136832,6555455488,0
200,1742932939535,2801,2801,2801,2801,2801,2801,2801,2801,3.169097900390625,1.8510513305664063,100,0.150909423828125,1.221038818359375,0.09152984619140625,0.9407577514648438,0.0755767822265625,16120.297241210938,173936.7313232422,146703.4556274414,1872.4700317382813,17024311296,2550136832,6566805504,0
200,1742932939735,2801,2801,2801,2801,2801,2801,2801,2801,2.61553955078125,1.6779556274414063,100,0.00164794921875,1.2693557739257813,0.27902984619140625,0.5109405517578125,0.3668670654296875,16120.467834472656,173939.46643066406,146705.98419189453,1872.4733276367188,17024311296,2550136832,6595862528,0
